#Image Rect[ms],Image Resize[ms],ORB ext[ms],Stereo match[ms],IMU preint[ms],Pose pred[ms],LM track[ms],KF dec[ms],Total[ms]
0.000000,0.000000,10.322939,1.609646,0.002175,7.272099,1.452744,0.001904,14.105662
0.000000,0.000000,10.988120,1.562356,0.033913,1.249723,1.407318,0.000791,15.071487
0.000000,0.000000,9.722133,2.367045,0.039181,0.523117,0.566236,0.000498,14.780815
0.000000,0.000000,9.774872,1.458748,0.037275,0.294239,0.495498,0.000384,13.801191
0.000000,0.000000,9.855366,1.586634,0.040061,0.393663,0.628877,1.218252,13.851233
0.000000,0.000000,10.424124,3.709165,0.089890,1.956878,1.423284,0.000492,17.265343
0.000000,0.000000,9.635146,2.667949,0.032809,1.369797,2.228703,0.001128,15.616818
0.000000,0.000000,10.047189,1.512598,0.036679,0.502518,1.099431,0.000508,14.769036
0.000000,0.000000,10.962844,3.673466,0.090847,0.403494,0.866338,0.000509,17.417876
0.000000,0.000000,10.991304,2.003939,0.035544,0.383865,0.828096,0.000407,15.922643
0.000000,0.000000,10.949363,3.490804,0.089143,0.435668,0.957215,4.309822,17.521622
0.000000,0.000000,10.396324,2.193041,0.044537,5.677540,4.502669,0.000744,15.856280
0.000000,0.000000,10.302566,3.750532,0.108868,4.411492,4.466160,0.000813,16.827455
0.000000,0.000000,9.822114,1.687255,0.038205,2.779168,2.930385,0.000765,14.696218
0.000000,0.000000,11.101304,5.860235,0.091321,3.847506,3.836900,0.000782,19.959161
0.000000,0.000000,11.578468,1.735641,0.045178,1.954908,2.335974,0.000343,16.563747
0.000000,0.000000,10.777371,4.031499,0.088136,1.787625,2.342918,2.514797,17.633618
0.000000,0.000000,9.119746,3.642418,0.041036,6.273391,3.860934,0.000393,15.355174
0.000000,0.000000,10.599693,1.752565,0.041429,3.399694,3.913284,0.000316,14.857651
0.000000,0.000000,11.648102,3.809721,0.083319,4.626691,4.674231,0.000400,18.305643
0.000000,0.000000,11.644411,3.773214,0.092725,4.663382,5.057119,0.000455,18.186286
0.000000,0.000000,11.999525,1.809584,0.040442,5.813909,6.401738,0.000505,16.842021
0.000000,0.000000,10.910288,1.646470,0.047473,5.595495,6.271136,2.104834,15.670061
0.000000,0.000000,10.166063,1.436455,0.037885,3.405361,3.624495,0.000712,14.482949
