#Image Rect[ms],Image Resize[ms],ORB ext[ms],Stereo match[ms],IMU preint[ms],Pose pred[ms],LM track[ms],KF dec[ms],Total[ms]
0.000000,0.000000,20.507189,2.110486,0.004672,11.476344,4.102186,0.003264,25.585035
0.000000,0.000000,21.743586,3.705127,0.071009,2.832446,3.344707,0.001120,29.314961
0.000000,0.000000,20.756824,2.913662,0.076129,2.821501,3.835720,0.001248,27.675872
0.000000,0.000000,23.493844,4.370861,0.104257,2.539354,3.757351,7.030986,31.933837
0.000000,0.000000,20.405588,3.473700,0.121890,6.308418,6.322146,0.000896,28.302055
0.000000,0.000000,19.982609,5.575482,0.126625,4.462255,6.300930,0.001152,30.150170
0.000000,0.000000,21.837411,6.053407,0.122401,4.581008,6.271009,0.000864,32.165327
0.000000,0.000000,22.822670,5.952734,0.133666,3.675398,5.711644,0.000960,33.221914
0.000000,0.000000,20.552214,6.356066,0.120033,3.504740,6.025311,8.689499,39.267801
0.000000,0.000000,22.420746,6.064255,0.131777,5.944605,6.565125,0.000864,50.086570
0.000000,0.000000,22.480394,6.184641,0.198274,4.645137,6.502724,0.000800,0.000000
0.000000,0.000000,20.403541,6.947848,0.134978,4.380589,6.562469,0.000928,0.084481
0.000000,0.000000,21.787778,7.368268,0.131970,3.491653,7.312428,9.417155,39.939456
0.000000,0.000000,20.689975,7.973587,0.141218,5.783644,7.009385,0.000736,38.620946
0.000000,0.000000,19.916496,8.760795,0.141505,4.671440,8.231510,0.001120,47.910227
0.000000,0.000000,18.987973,8.379479,0.140673,4.507311,7.546063,0.001152,45.762685
0.000000,0.000000,20.530390,8.378583,0.140642,4.057386,8.425368,0.001472,43.867561
0.000000,0.000000,21.526048,9.276321,0.144706,4.116235,9.031998,7.384109,42.506427
0.000000,0.000000,19.770190,4.072074,0.076609,7.225483,8.983646,0.001216,42.765566
0.000000,0.000000,20.056945,7.617392,0.117761,6.614405,8.283510,0.000992,53.273963
0.000000,0.000000,20.894553,10.321611,0.136514,5.939550,8.323319,0.001184,40.336933
0.000000,0.000000,20.617015,11.509496,0.157249,4.732178,8.254166,0.000992,43.005761
0.000000,0.000000,20.016625,5.053397,0.111105,4.475118,7.954483,6.214560,0.000000
0.000000,0.000000,19.584876,8.556441,0.135426,7.441421,8.806780,0.001120,0.080449
0.000000,0.000000,21.356318,8.499193,0.133697,3.488997,8.705530,0.001184,46.567973
0.000000,0.000000,21.578528,9.754437,0.140642,2.519034,9.314081,0.001024,56.623278
0.000000,0.000000,19.808494,10.551086,0.151266,2.138422,8.692987,6.100224,42.474746
0.000000,0.000000,19.805806,5.550554,0.106497,5.064661,9.978472,0.001696,45.438970
0.000000,0.000000,19.930384,9.914279,0.177538,1.863827,8.905309,0.001120,46.173153
0.000000,0.000000,21.131805,8.525529,0.097889,3.002879,9.919655,0.001024,48.189302
0.000000,0.000000,20.220210,8.906301,0.138209,2.935647,10.113706,0.001216,0.000000
0.000000,0.000000,17.436502,8.769755,0.150370,3.070464,10.070985,4.660529,0.080673
0.000000,0.000000,20.818009,4.851922,0.077537,5.206326,8.165397,0.001696,55.151167
0.000000,0.000000,21.055963,6.955081,0.141729,4.241932,8.295862,0.001056,45.721661
0.000000,0.000000,20.087473,7.876658,0.166338,5.059957,9.551011,0.001184,49.274177
0.000000,0.000000,21.119196,6.946440,0.161762,3.916009,9.186207,0.001088,48.176342
0.000000,0.000000,20.117842,6.659686,0.164450,3.686087,9.106847,6.668326,46.475812
0.000000,0.000000,21.761667,3.349411,0.111874,5.444633,8.207222,0.001248,49.010751
0.000000,0.000000,19.971440,6.483620,0.207554,4.411598,8.407896,0.000960,46.332419
0.000000,0.000000,17.635608,6.230305,0.181825,4.083530,8.720411,0.001184,0.000000
0.000000,0.000000,19.098759,4.595984,0.186178,4.205516,8.608857,0.001120,0.075104
0.000000,0.000000,20.558006,7.680208,0.193570,4.093131,8.301910,7.060681,44.877876
0.000000,0.000000,20.387477,7.170571,0.160418,6.004062,8.228374,0.000800,44.268270
0.000000,0.000000,19.380458,8.355895,0.222115,0.146209,11.385879,0.120514,49.519428
0.000000,0.000000,20.057457,8.328727,0.175778,0.098401,11.155156,6.750407,46.456100
0.000000,0.000000,19.920784,9.918727,0.188066,0.145889,18.677763,0.138209,40.066689
0.000000,0.000000,21.793731,7.269932,0.122177,0.118081,16.073032,0.133154,43.923850
0.000000,0.000000,21.057916,7.907890,0.130977,0.118721,16.819535,0.119041,41.575826
0.000000,0.000000,18.457313,8.139189,0.135138,0.119330,16.639981,0.116385,46.082912
