#Image Rect[ms],Image Resize[ms],ORB ext[ms],Stereo match[ms],IMU preint[ms],Pose pred[ms],LM track[ms],KF dec[ms],Total[ms]
0.000000,0.000000,29.428271,2.116635,0.004640,11.703314,4.273685,0.003264,34.469358
0.000000,0.000000,25.627295,2.252477,0.077665,3.136775,3.715535,0.000928,31.763181
0.000000,0.000000,25.373501,3.760015,0.084353,2.922980,3.603213,0.001248,33.172317
0.000000,0.000000,25.331676,4.687738,0.108706,2.596096,3.831600,1.002573,34.334092
0.000000,0.000000,27.095186,5.444644,0.119745,6.081196,6.120460,0.001440,37.172528
0.000000,0.000000,23.423556,5.982027,0.121154,5.361155,6.326990,0.001024,33.820806
0.000000,0.000000,27.366646,6.218158,0.115809,3.900593,5.257826,0.001024,37.751319
0.000000,0.000000,24.309839,6.050188,0.106817,4.018098,7.007512,0.001312,34.908627
0.000000,0.000000,28.305858,6.121420,0.117473,4.036018,5.924298,1.167151,39.789680
0.000000,0.000000,27.125938,6.220110,0.132002,8.167078,8.587531,0.001536,54.506633
0.000000,0.000000,27.902108,6.863062,0.201090,5.615110,7.877987,0.001088,0.000000
0.000000,0.000000,25.766562,7.002231,0.129602,3.664046,6.484113,0.001216,0.087553
0.000000,0.000000,26.567436,7.499326,0.128130,3.312330,6.052107,0.001088,46.570213
0.000000,0.000000,24.948183,7.847298,0.137474,3.359146,7.483389,1.266032,43.719841
0.000000,0.000000,26.560747,8.811086,0.138530,7.993187,9.331445,0.001504,46.442147
0.000000,0.000000,24.307312,7.140633,0.118913,6.032395,9.524247,0.001440,49.564747
0.000000,0.000000,24.857814,7.934307,0.142306,4.823740,7.370972,0.813834,51.320481
0.000000,0.000000,24.445329,8.986096,0.134498,6.698579,8.595820,0.001824,44.808271
0.000000,0.000000,27.028369,9.428469,0.141666,6.158508,8.791790,0.001408,48.123833
0.000000,0.000000,24.627635,9.366901,0.136545,4.668763,6.532849,0.001248,0.000000
0.000000,0.000000,23.666759,9.001808,0.128098,5.118528,8.553195,0.001408,0.092289
0.000000,0.000000,22.571193,9.097810,0.134081,2.966533,8.183367,0.901099,48.839362
0.000000,0.000000,24.187630,8.861583,0.161282,5.415043,9.409750,0.001664,57.837586
0.000000,0.000000,25.669472,11.447887,0.166594,3.783695,8.193318,0.000864,52.086409
0.000000,0.000000,23.877930,11.625265,0.158434,3.538380,8.973904,0.001600,47.043947
0.000000,0.000000,23.664007,9.099762,0.136002,2.305693,9.601368,0.895916,45.344278
0.000000,0.000000,23.182273,5.166016,0.062433,3.116103,9.834074,0.001824,49.551178
0.000000,0.000000,23.615046,8.281928,0.132674,4.445752,9.033424,0.001344,0.000000
0.000000,0.000000,22.786556,6.936182,0.115073,4.373622,8.883823,0.001376,0.094081
0.000000,0.000000,24.355120,9.073809,0.142306,3.227945,10.121822,0.922508,59.170051
0.000000,0.000000,24.267695,7.787169,0.134849,5.007871,8.659916,0.001504,0.000000
0.000000,0.000000,21.211945,5.145184,0.142306,4.727163,8.769197,0.001536,0.082785
0.000000,0.000000,21.460363,3.902609,0.145633,3.372490,7.498749,0.001376,55.812536
0.000000,0.000000,23.304899,7.340507,0.178914,3.290313,8.420905,0.001920,50.229299
0.000000,0.000000,23.951851,7.143033,0.194562,3.767663,8.117349,1.079885,47.750836
0.000000,0.000000,23.526597,3.339402,0.071297,7.023096,9.774746,0.001632,51.059005
0.000000,0.000000,30.112023,6.861749,0.181506,4.856925,7.855522,0.001024,45.212949
0.000000,0.000000,27.261524,6.813877,0.182083,5.187585,8.775661,0.001793,51.458530
0.000000,0.000000,23.629990,8.426601,0.190722,3.757615,7.667711,0.001472,0.000000
0.000000,0.000000,23.639847,4.331254,0.155170,4.866077,8.821518,1.034477,0.081281
0.000000,0.000000,26.937808,9.752570,0.187202,7.098009,10.500771,0.001536,48.402268
0.000000,0.000000,23.831465,7.757857,0.142498,0.085921,12.312314,0.106146,45.642458
0.000000,0.000000,22.463512,9.552023,0.165762,0.109921,12.508860,0.107969,41.743688
0.000000,0.000000,21.878609,9.708601,0.158690,0.112961,14.262546,0.113346,0.000000
0.000000,0.000000,23.892330,7.120217,0.102529,0.109921,16.003272,0.129250,0.082497
0.000000,0.000000,22.831229,9.181843,0.121985,0.116257,17.252280,0.139970,47.836405
0.000000,0.000000,21.663950,10.441762,0.151362,0.123297,16.313580,0.111970,0.000000
0.000000,0.000000,23.874698,8.050597,0.142850,0.092097,12.537628,0.812522,0.082497
0.000000,0.000000,22.719996,10.712741,0.154562,0.139330,12.979874,0.837194,48.835138
0.000000,0.000000,25.324156,8.902511,0.085473,0.152738,14.558806,0.123138,44.545452
0.000000,0.000000,29.953525,7.640991,0.121921,0.081505,11.697010,0.732617,0.000000
0.000000,0.000000,24.538930,8.313736,0.142114,0.126722,15.625539,0.116226,0.087617
0.000000,0.000000,22.387608,7.748961,0.143170,0.047681,10.721765,0.068417,55.168977
0.000000,0.000000,24.558962,8.801677,0.166434,0.074881,15.194622,0.080257,52.008265
0.000000,0.000000,26.791919,8.777645,0.179394,0.077537,16.026024,0.082145,0.000000
0.000000,0.000000,22.786300,8.524203,0.186019,0.088129,13.709067,0.086337,0.087649
0.000000,0.000000,24.101261,6.420688,0.155682,0.097089,16.242827,0.102082,51.062717
0.000000,0.000000,24.228975,7.018999,0.187938,0.090945,14.877370,0.089665,46.261569
0.000000,0.000000,25.173210,6.340944,0.106593,0.096961,15.552899,1.047853,54.653801
0.000000,0.000000,25.562751,5.523365,0.191523,0.072097,8.394665,0.644904,46.862313
0.000000,0.000000,24.661780,3.202728,0.148930,0.124642,13.611370,0.146402,48.133497
0.000000,0.000000,24.245006,4.357462,0.123298,0.116065,18.997165,0.138210,48.943203
