#Image Rect[ms],Image Resize[ms],ORB ext[ms],Stereo match[ms],IMU preint[ms],Pose pred[ms],LM track[ms],KF dec[ms],Total[ms]
0.000000,0.000000,21.495438,2.011769,0.004608,11.240077,3.966578,0.002784,26.506412
0.000000,0.000000,19.482292,3.258089,0.092737,2.735010,3.388010,0.001024,26.768912
0.000000,0.000000,18.239845,2.909157,0.085089,2.294173,3.399627,0.000864,25.067994
0.000000,0.000000,17.836608,4.232949,0.113410,2.174971,3.405323,0.001056,26.097479
0.000000,0.000000,18.615017,4.708188,0.120258,2.102459,3.704206,7.132730,27.778045
0.000000,0.000000,20.373312,5.721992,0.126818,5.490597,5.476133,0.001536,30.534911
0.000000,0.000000,17.273880,2.694434,0.109665,4.298454,6.236078,0.001568,24.130831
0.000000,0.000000,18.686474,5.744200,0.131362,3.708879,6.654899,0.001248,28.995307
0.000000,0.000000,20.913670,6.145261,0.119137,3.511724,6.060748,0.001408,38.310145
0.000000,0.000000,21.137705,5.866826,0.129922,3.490444,6.869750,10.011901,47.171056
0.000000,0.000000,18.991310,6.417969,0.200675,6.252911,6.798805,0.001280,36.366248
0.000000,0.000000,17.936097,6.438257,0.132513,5.090400,8.508747,0.001088,34.311951
0.000000,0.000000,20.165981,7.109497,0.128866,3.947314,7.289659,0.001120,37.296788
0.000000,0.000000,19.485396,7.568863,0.152930,3.294313,7.380221,10.738855,44.387405
0.000000,0.000000,18.449159,7.639135,0.139777,5.714664,7.186362,0.001280,41.507273
0.000000,0.000000,16.753682,8.556171,0.140770,5.097920,8.189767,0.001088,40.315226
0.000000,0.000000,17.887552,8.410601,0.144994,6.078253,10.650469,0.001312,42.349843
0.000000,0.000000,17.453179,8.593452,0.143713,4.145492,8.487370,7.158810,40.183704
0.000000,0.000000,19.469460,9.972893,0.142882,8.123942,9.119538,0.001152,54.236968
0.000000,0.000000,18.175204,4.316118,0.078465,6.270863,9.441399,0.001120,0.000000
0.000000,0.000000,17.800767,10.007934,0.139265,6.492690,9.918108,0.001248,0.080161
0.000000,0.000000,16.096074,10.179968,0.139553,5.778281,10.144735,6.072301,39.876820
0.000000,0.000000,18.316806,10.853000,0.142722,7.033945,9.753658,0.001024,46.159331
0.000000,0.000000,18.484360,7.125817,0.103041,4.420984,10.260288,0.001376,41.794669
0.000000,0.000000,16.194987,8.468202,0.126273,3.039046,10.287969,0.001024,54.962737
0.000000,0.000000,19.654231,11.709235,0.158370,2.722050,9.766618,6.571634,42.839098
0.000000,0.000000,17.981762,8.470986,0.124897,4.991231,9.271188,0.001248,42.151857
0.000000,0.000000,19.493205,5.904714,0.095105,3.658926,8.878927,0.001152,0.000000
0.000000,0.000000,18.083651,8.511467,0.092449,3.437131,12.141113,0.001088,0.076129
0.000000,0.000000,16.948885,10.023390,0.143202,2.568160,13.215750,4.035186,52.639828
