#Image Rect[ms],Image Resize[ms],ORB ext[ms],Stereo match[ms],IMU preint[ms],Pose pred[ms],LM track[ms],KF dec[ms],Total[ms]
0.000000,0.000000,14.528854,2.011875,0.002052,7.554938,0.905571,0.001595,18.499100
0.000000,0.000000,14.055419,1.961961,0.033205,0.834449,0.752087,0.000488,18.618860
0.000000,0.000000,15.693552,2.284857,0.042201,0.636407,0.597656,0.000385,20.848883
0.000000,0.000000,15.114215,2.072838,0.034222,0.514326,0.584117,0.000375,19.995498
0.000000,0.000000,15.324292,2.148337,0.035255,0.397157,0.606625,0.205091,20.219443
0.000000,0.000000,15.558990,2.277868,0.039950,0.859598,0.968588,0.000364,20.557598
0.000000,0.000000,15.913269,2.430333,0.044461,0.678679,1.085309,0.000420,21.082280
0.000000,0.000000,15.406812,2.419748,0.043968,0.457470,0.998868,0.000377,21.091141
0.000000,0.000000,16.018185,2.347675,0.041851,0.549987,1.184790,0.000427,20.747797
0.000000,0.000000,16.645722,5.920474,0.097764,0.554403,1.172183,0.000423,25.968309
0.000000,0.000000,15.419854,5.628565,0.108303,1.206215,2.140032,0.556026,24.692715
0.000000,0.000000,16.104781,5.666499,0.106266,1.352124,1.370061,0.000420,24.954352
0.000000,0.000000,15.189319,2.411428,0.044302,1.107473,1.604918,0.000396,20.803311
0.000000,0.000000,14.770000,2.125631,0.038724,2.519397,2.400440,0.000344,19.932028
0.000000,0.000000,15.855334,2.655903,0.052282,1.012682,1.283196,0.000380,20.962606
0.000000,0.000000,15.577973,2.048598,0.035792,1.795088,2.873483,0.000681,20.022766
0.000000,0.000000,15.579303,5.524327,0.107230,2.094584,3.252241,0.789325,23.914591
0.000000,0.000000,15.642521,2.691928,0.040439,3.653347,5.287195,0.000652,21.317032
0.000000,0.000000,15.759184,2.683956,0.043416,2.497402,2.844563,0.000453,21.551146
0.000000,0.000000,15.088217,2.477760,0.042479,5.119148,3.152475,0.000369,20.339683
0.000000,0.000000,14.850717,2.114123,0.038382,4.480353,3.782318,0.000398,19.228494
0.000000,0.000000,14.453483,5.820328,0.096127,2.138653,2.961486,0.000428,23.523841
0.000000,0.000000,14.897558,2.649767,0.041356,2.314010,2.884884,0.306067,20.068779
0.000000,0.000000,14.032897,2.126548,0.038444,2.770344,3.272677,0.000471,18.665468
0.000000,0.000000,15.079201,5.420853,0.037209,2.181583,2.378009,0.000387,22.839065
0.000000,0.000000,13.584598,2.112907,0.036705,2.302227,3.248280,0.000445,18.235474
0.000000,0.000000,15.105876,6.140317,0.097324,2.137879,3.145844,0.000396,24.765485
0.000000,0.000000,15.113110,5.377132,0.097754,2.655197,3.536559,0.283638,23.432688
0.000000,0.000000,15.619517,2.119541,0.039906,2.873631,3.456035,0.000498,20.070320
0.000000,0.000000,14.840994,2.495761,0.044516,2.164201,3.452713,0.000493,20.349621
0.000000,0.000000,16.433016,2.433092,0.041849,1.743348,2.619728,0.000422,21.270598
0.000000,0.000000,15.819576,2.381194,0.042235,1.656383,2.966166,0.000445,21.034672
0.000000,0.000000,15.424917,5.597664,0.098468,2.185534,3.418969,0.316101,23.870300
0.000000,0.000000,15.514275,2.019469,0.037842,3.018644,4.502979,0.000882,20.626122
0.000000,0.000000,14.389199,2.459432,0.040526,4.280235,4.494907,0.000489,19.278084
0.000000,0.000000,14.910285,2.087395,0.038191,1.545689,2.952602,0.000460,19.859864
0.000000,0.000000,13.931037,2.146230,0.036768,3.623265,4.037959,0.000473,18.623728
0.000000,0.000000,15.256218,2.372636,0.044023,1.190007,2.971415,0.159999,20.804156
0.000000,0.000000,14.457303,2.143429,0.043881,1.956379,3.251437,0.000506,19.717091
0.000000,0.000000,14.282976,2.217157,0.036670,2.393151,5.753872,0.000591,19.427603
0.000000,0.000000,14.901262,2.461323,0.043110,0.962775,2.661926,0.000392,19.839894
0.000000,0.000000,16.624747,5.608347,0.094513,1.016457,2.698130,0.000420,25.813227
0.000000,0.000000,16.216410,5.708926,0.111693,1.263281,3.578068,0.215127,25.115674
